TotalLengthofFwdPacket,TotalLengthofBwdPacket,FwdPacketLengthMin,BwdPacketLengthMin,BwdPacketLengthMean,BwdPacketLengthStd,FlowBytess,FlowIATMax,FwdIATMin,BwdIATTotal,BwdIATMax,BwdIATMin,FwdURGFlags,FwdPacketss,BwdPacketss,PacketLengthMean,PacketLengthVariance,SYNFlagCount,RSTFlagCount,ECEFlagCount,DownUpRatio,FwdPacketBulkAvg,FwdBulkRateAvg,BwdBytesBulkAvg,BwdBulkRateAvg,SubflowBwdPackets,SubflowBwdBytes,BwdInitWinBytes,FwdActDataPkts,ActiveStd,ActiveMax,IdleMean,IdleStd,IdleMin,Label
385.9562278,288731.1653,0,0,1236.447879,496.3344421,178279.4256,251027.5459,1.977772723,1608967.862,313805.1337,1,0,26.38636349,144.0557229,1043.476137,407781.1823,4,0,0,5,0,0,289117,206970,0,0,16383,5,0,0,0,0,0,1
283.624887,0,141.8124435,0,0,0,56345321.7,5.021564911,5.021564911,0,0,0,0,568347.8698,0,141.8124435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,132620.9313,6.460898338,4.843593353,4.843593353,4.843593353,0,16.53760922,11.02507281,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
0,0,0,0,0,0,0,16656.15963,10.82870898,7.657417968,7.657417968,7.657417968,0,124.0391478,82.69276521,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
0,0,0,0,0,0,0,61798.84483,8.170437284,5.340874569,5.340874569,5.340874569,0,38.1033116,25.40220773,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
4775.177523,990.7153197,0,0,58.27737174,37.28036623,8203.827825,100193.3622,2.709388822,695242.6351,145205.1476,2.709388822,0,27.03719215,24.19117193,155.8349417,133481.9334,4,0,0,0,0,0,5765,11539,0,0,16383,14,0,0,0,0,0,1
340.1080275,16458.18425,0,0,893.4531156,715.2046654,39202.14808,247197.2146,4.42160551,380503.163,339003.3905,1.105401377,0,20.49826141,42.35925109,592.8484269,501760.6054,4,0,0,1.894598623,0,0,16798,63385,0,0,16383,2,0,0,0,0,0,1
1558.173992,0,779.0869961,0,0,0,266546109,5.80573069,5.80573069,0,0,0,0,367770.7724,0,779.0869961,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1008,0,504,0,0,0,91636363.64,11,11,0,0,0,0,181818.1818,0,504,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
239.7547434,745.2119033,0,0,39.22167912,33.60286674,763.7142858,286127.0801,0.908927502,1271869.073,411351.7747,1,0,14.72569476,14.72569476,25.25555504,826.9973584,4,0,0,1,0,0,984,1068,0,0,16383,12,0,0,0,0,0,1
884.2693318,1340.462001,0,0,191.5775391,321.8788241,7701.113562,59890.33221,4.63701716,253243.4307,125379.1236,5.548068638,0,26.70871226,21.8110507,148.3154222,146112.8073,4,0,0,0.63701716,0,0,2224,20732,0,0,16383,2,0,0,0,0,0,1
392.4179804,0,0,0,0,0,1025.458052,250279.6108,3.482881775,334695.042,313783.2392,2,0,18.36921079,13.12086485,30.18599849,5498.419334,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
38681.45557,747.4673466,0,0,43.42924389,31.42389719,14569.39211,686223.5052,5.352229601,2721901.582,835685.7093,2.4507432,0,16.38980262,6.597816813,351.7191135,204551.2906,4,0,0,0,0,0,39428,23793,0,0,16383,40,0,0,0,0,0,1
1106.300424,0,0,0,0,0,4482.75382,91428.43436,3.112590467,181068.7086,181065.8079,2.900723732,0,24.39381392,12.19690696,110.6300424,55729.11817,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,66346.49647,9.184443931,5.815556069,5.815556069,5.815556069,0,34.78078247,23.18718831,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
795.9636776,0,0,0,0,0,1413.639274,296385.6083,3.113619638,496325.6098,496318.2689,7.340858914,0,10.69296599,5.346482997,79.59636776,29492.51124,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
3841.346856,2967.619271,57.1681979,80.03547706,296.853174,303.7262783,10308.60968,126393.7588,3.330376912,546516.0992,235926.7748,3.047196702,0,17.95816289,15.07372527,300.5007354,107169.8654,0,0,0,0.047196702,0,0,6808,10556,0,0,773,10,0,0,0,0,0,1
29979.08147,960.308667,0,0,50.54256142,38.84622612,38831.03197,64799.23345,3.922833239,790292.3098,109269.8313,2.96141662,0,48.85154397,23.84607433,525.093445,458733.8559,4,0,0,0,0,0,30939,49048,0,0,16383,33,0,0,0,0,0,1
265.0915273,10431.09861,0,0,307.7854571,245.5250683,2394.256696,1490347.104,1,4559026.991,1895598.617,1,0,4.969443728,5.546780561,196.6410972,154817.8219,4,0,0,0.320837432,0,0,10346,5587,25,10431,16383,11,0,0,0,0,0,1
565.1049978,3108.241254,0,0,254.7480547,294.9858552,1826.136516,852694.272,3.631375978,1987185.464,942549.807,4.525503911,0,3.98228536,4.436434835,169.8710559,114204.1621,4,0,0,0.368624022,0,0,3367,21770,0,0,16383,4,0,0,0,0,0,1
180.5674299,0,90.28371495,0,0,0,22756615.47,7.917762974,7.917762974,0,0,0,0,270321.6456,0,90.28371495,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
445.6184047,489.43939,0,0,69.91991285,119.4109841,842.4480641,333004.832,1,1014129.852,630008.1497,1.746375366,0,6.917344289,6.261763658,59.69543744,9849.549067,4,0,0,0.248791789,0,0,935,1724,0,0,16383,3,0,0,0,0,0,1
112,0,56,0,0,0,37333333.33,3,3,0,0,0,0,666666.6667,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,20485.82266,8.701727546,2.596544908,2.596544908,2.596544908,0,76.34978784,50.89985856,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
270.4494703,38905.82965,0,0,933.1215224,669.0429821,17601.5201,611031.9985,1,2154826.808,627313.7013,1.224494703,0,7.655996741,18.9029076,661.247925,492794.1554,4,0,0,2.224494703,0,0,39098,51528,0,0,16383,8,0,0,0,0,0,1
60530.6566,1407.898543,0,0,59.69248624,62.14434628,18002.36738,370922.9825,1,3400820.999,438922.0982,1,0,18.4001069,7.455386734,538.8454202,307105.6923,4,0,0,0.393121798,0,0,61938,21677,0,0,16383,58,0,0,0,0,0,1
339.7214919,27636.45723,0,0,1158.756862,565.9078994,43543.10373,148332.7971,2.139254071,571500.5852,352977.2734,1,0,14.78281376,37.00455853,806.4950702,498312.1479,4,0,0,2.139254071,0,0,27976,169651,0,0,16383,2,0,0,0,0,0,1
398.5357649,0,0,0,0,0,2395.33215,60445.30294,4.053576488,158819.6575,158811.6682,7.989284702,0,36.06201828,18.03100914,39.85357649,7060.322537,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,64098.45467,9,5.088514674,5.088514674,5.088514674,0,25.12032098,16.74688065,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
436.3045173,577.6610606,0,0,82.52300865,140.9348678,1999.656379,230697.3733,6.903115274,470877.5376,323672.2294,3.951557637,0,13.80107888,13.70720033,67.68912463,14085.12748,4,0,0,0.975778819,0,0,1005,2771,0,0,16383,2,0,0,0,0,0,1
120,0,0,0,0,0,179.5253972,272018.9086,7.369136194,609997.8902,340533.1208,3.845680969,0,8.976269858,7.480224881,10,545.4545455,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
443.2911567,1099.270376,0,0,219.8540753,301.047591,5795.306617,64493.78296,4.071577002,224963.6257,154268.0928,2.285615332,0,26.30457854,18.78898467,118.6585795,44260.68733,4,0,0,0,0,0,1542,30274,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,14880.58667,7.344091618,7.903175439,7.903175439,7.903175439,0,163.4193965,108.9462643,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
360.9311207,0,0,0,0,0,663.2039159,208572.7711,5.917824651,477183.4467,477178.611,4.835649302,0,11.00718743,5.503593714,36.09311207,5887.84643,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
879.566282,0,0,0,0,0,1633.588246,204666.9599,6.474680933,456720.0381,456715.7161,4.32199465,0,11.19668158,5.598340788,87.9566282,37484.28508,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
417.1478317,0,0,0,0,0,2178.510222,91440.8525,3.72051224,160235.6044,160230.683,4.921365972,0,36.05994641,15.45426275,37.92253015,7578.079932,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
1451.973133,0,725.9865664,0,0,0,611401853.6,2.505520792,2.505520792,0,0,0,0,831493.0694,0,725.9865664,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
63599.29295,397.0666295,0,0,17.2637665,17.52048836,40717.14545,306838.4349,1,1515009.278,429355.8922,1.492242162,0,37.5161649,11.43768251,827.9671129,490618.889,4,0,0,0,0,0,63996,78975,0,0,16383,54,0,0,0,0,0,1
426.0350781,0,0,0,0,0,1143.80005,113139.1221,7.031398837,285683.6318,285676.3237,7.308142026,0,16.15993729,8.079968646,42.60350781,8872.888644,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
36784.01448,2061.727573,0,0,64.42407611,52.48373532,19642.91582,367407.446,1.069041836,1902036.88,435126.5289,1,0,21.54800319,10.96999745,594.0069227,466293.761,4,0,0,0.034520918,0,0,38845,28904,0,0,16383,37,0,0,0,0,0,1
0,3326,0,0,475.1428571,678.8830112,5201.036786,447295.1774,4.249864454,585047.826,502848.4571,4.250081327,0,7.818756443,10.94625902,255.8461538,291222.8077,4,0,0,1,0,0,3326,2826918,0,0,16383,0,0,0,0,0,0,1
576.2259958,383.1738251,0,0,76.63476502,104.9364737,1436.702035,173050.8869,4.926635933,597965.7268,387633.9588,4.779907798,0,11.94582945,7.466143404,68.52855863,7366.309109,4,0,0,0,0,0,959,4333,0,0,16383,4,0,0,0,0,0,1
242.931603,135.4152079,0,0,19.3450297,33.03792782,408.7010776,280414.3297,3,780737.5558,567121.679,5.989438747,0,8.403238587,6.460790902,24.50749052,2409.419526,4,0,0,0,0,0,318,697,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,64175.20046,8.59536637,6.40463363,6.40463363,6.40463363,0,35.24618592,23.49745728,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
288.9708692,0,0,0,0,0,859.4902626,129739.0265,4.169708692,263967.1354,263960.1354,7,0,19.4720803,8.856787345,26.91921586,3856.808113,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
1186.500523,0,0,0,0,0,1910.010276,279475.7287,5.311231064,525276.7931,466936.4756,4.688768936,0,9.953548079,8.294623399,98.87504355,85637.80637,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
338.4298722,43378.71814,0,0,1179.050743,544.478506,72974.61825,191104.7835,2.785063921,572240.6833,255704.1021,1,0,20.18212162,61.24956426,869.2299103,481266.5854,4,0,0,2.785063921,0,0,43717,143571,0,0,16383,2,0,0,0,0,0,1
391.1798387,747.189335,0,0,106.7413336,182.2955316,1078.871673,312277.6257,1,942129.2938,582698.2584,3.41286208,0,6.773846741,6.603048001,75.20302213,19611.26745,4,0,0,0.80428736,0,0,1138,2489,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,106948.8453,5.718986724,5.640506638,5.640506638,5.640506638,0,27.77425119,18.51616746,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
386.1084069,0,0,0,0,0,1908.538796,74212.80223,1,168512.7726,168504.1239,8.648747114,0,29.39208164,14.69604082,38.61084069,9711.729395,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
120,0,0,0,0,0,185.0351478,272918.3928,3.581030226,629062.2542,354877.7521,2.418969774,0,10.79371695,7.709797824,9.230769231,507.6923077,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
372.5802862,0,0,0,0,0,1746.27218,83347.99141,3,163866.4399,163859.6461,6.793799684,0,30.40706067,14.04741792,35.68407573,5939.335303,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
400.9202335,1130.439366,0,0,226.0878732,309.5835703,5898.384968,67096.94566,3,218506.9128,145373.0605,4.026588829,0,27.09731262,19.3552233,117.7968923,45548.73201,4,0,0,0,0,0,1531,32837,0,0,16383,2,0,0,0,0,0,1
270.9186379,0,0,0,0,0,928.5733693,122140.7949,7.256342998,239830.5328,239824.7722,5.760571663,0,20.72665265,10.36332633,27.09186379,3586.93502,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
1187.151377,312.8754825,0,0,50.53769013,62.94014826,4137.965629,95268.95844,4.025749485,315833.1928,149051.5459,2.025749485,0,24.61684115,19.11393326,84.01328489,39856.62673,4,0,0,0,0,0,1500,10745,0,0,16383,4,0,0,0,0,0,1
302.5981799,0,0,0,0,0,169.0486109,894733.3943,6.074872744,1595936.275,894733.3943,2.320854543,0,3.495291512,2.912742927,25.21651499,7512.880379,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,41796.57622,6,1.596050116,1.596050116,1.596050116,0,44.47225292,29.64816861,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
1583.232201,0,791.6161007,0,0,0,131981386.7,11.99573445,11.99573445,0,0,0,0,166731.2962,0,791.6161007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
264.1049119,0,0,0,0,0,302.3914923,360450.4136,3.305786839,841073.3752,793033.8273,4.611573678,0,6.537687162,5.448072635,22.00874266,4131.850336,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,63469.19067,2.475851595,2.396542996,2.396542996,2.396542996,0,29.89216145,19.92810763,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
298.0152175,0,149.0076087,0,0,0,56374276.09,5.2749158,5.2749158,0,0,0,0,532154.8857,0,149.0076087,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,61969.19855,6.109465414,1.945267293,1.945267293,1.945267293,0,33.791788,22.52785866,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
112,0,56,0,0,0,22400000,5,5,0,0,0,0,400000,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1846.224225,1392.580047,0,0,198.9400067,284.2450197,7103.523961,289948.265,3.837390287,413513.3834,393179.8277,6.325219427,0,16.9881345,9.449021627,249.1387901,292451.9321,4,0,0,0.418695143,0,0,3238,2713219,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,35186.04785,6.098174643,7.242920571,7.242920571,7.242920571,0,49.64440279,33.09626853,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
1008,0,504,0,0,0,91636363.64,11,11,0,0,0,0,181818.1818,0,504,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
139.8997847,17965.47617,0,0,623.8939137,724.0531448,25489.66291,113426.4757,1.424992311,688284.1467,133029.4714,1.084998462,0,26.45146799,40.51207569,372.659951,400248.5477,4,0,0,1,0,0,18105,37293,0,0,16383,11,0,0,0,0,0,1
0,0,0,0,0,0,0,16983.51209,9.531638234,3.687758822,3.687758822,3.687758822,0,123.2695313,82.17968756,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
0,0,0,0,0,0,0,13088.38842,9.257707769,8.257707769,8.257707769,8.257707769,0,158.7089772,105.8059848,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
0,0,0,0,0,0,0,31618.62695,9.167814596,6.335629191,6.335629191,6.335629191,0,51.90333882,34.60222588,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
955.6546026,153.0567377,0,0,17.00630419,13.21651897,572.1881502,1320407.819,5.879636424,1823411.7,1366859.337,1.722181457,0,4.529018941,4.402011544,58.70408583,22685.09928,4,0,0,0.879636424,0,0,1094,3009,8,153,16383,3,0,0,0,0,0,1
358.0171366,0,0,0,0,0,641.5037904,217065.7775,5.067604749,503584.3426,503578.5454,5.797185752,0,12.51139643,5.362027041,32.54701242,5426.031617,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
1237.619963,416.7534011,0,0,83.35068021,114.1326193,2722.99157,139278.8993,3,519002.5181,309084.6149,2.724029189,0,13.17716871,8.235730442,118.169526,36203.1329,4,0,0,0,0,0,1654,8419,0,0,16383,4,0,0,0,0,0,1
0,0,0,0,0,0,0,119907.3589,6.928807961,6.715231843,6.715231843,6.715231843,0,17.55307486,11.70204991,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
39455.84647,175966.0122,0,0,736.5280604,280.9126158,93083.78585,127466.9951,1,2241441.96,236780.2088,1.430535821,0,26.13257178,64.67256543,967.5304945,432581.968,4,0,0,2.847320895,0,0,215421,104712,0,0,16383,35,0,0,0,0,0,1
528.4414609,0,264.2207304,0,0,0,97440429.66,5.429688064,5.429688064,0,0,0,0,455322.248,0,264.2207304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
336.9580657,1215.897108,0,0,141.8474728,226.5396272,259.5915075,2752162.283,4.586749745,5906205.442,3026873.342,4.561964104,0,2.27622023,2.117159556,83.32167673,44675.9681,4,0,0,0.512392821,0,0,238,232,10,784,16383,6,0,0,0,0,0,1
2072,0,0,0,0,0,2643.80969,276715.6599,2.697663815,723895.103,589469.4236,6.558176648,0,7.655819565,6.379849638,172.6666667,162620.6061,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
112,0,56,0,0,0,12444444.44,9,9,0,0,0,0,222222.2222,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1540.516403,2601.04317,0,0,123.8591986,226.3076965,1189.752703,516810.6584,1,3374158.092,596954.464,1,0,5.602008229,6.051377821,99.41514403,45187.34782,4,0,0,1,0,0,4141,1486,0,0,16383,14,0,0,0,0,0,1
0,0,0,0,0,0,0,25246.53868,6.562563773,2.718718113,2.718718113,2.718718113,0,65.49490676,43.66327117,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
103.2724319,0,0,0,0,0,192.516365,261458.3193,1.221207198,452725.6996,452722.8102,2.889396401,0,13.05432539,5.59471088,9.388402897,494.2525729,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,43074.41421,1.035590231,7.035590231,7.035590231,7.035590231,0,53.7240727,35.81604846,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
3931.056024,0,0,0,0,0,22741.38979,64793.23936,10.96598182,159194.4756,158021.9269,2.011339395,0,46.23980267,17.359635,327.381193,316893.3995,4,0,0,0,0,0,3931,1017788,0,0,16383,4,0,0,0,0,0,1
0,0,0,0,0,0,0,63556.52989,9,5.534543302,5.534543302,5.534543302,0,24.7932197,16.52881313,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
117.0890881,0,0,0,0,0,199.9914548,273817.3628,3.322983149,515764.044,498109.1957,7,0,10.34092681,8.617439008,9.757424011,601.1832893,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,16573.94923,3.139251975,2.949376645,2.949376645,2.949376645,0,140.4152321,93.61015473,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
0,0,0,0,0,0,0,48237.20204,8,2.077915693,2.077915693,2.077915693,0,35.65336636,23.76891091,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
11668.17639,38482.61267,0,0,645.1461904,412.4854494,25763.22039,405454.5691,4.216378211,1889895.158,494506.9861,1,0,14.96367245,22.8316665,656.0271332,490160.6681,4,0,0,1.216378211,0,0,50150,38918,0,0,16383,18,0,0,0,0,0,1
112,0,56,0,0,0,37333333.33,3,3,0,0,0,0,666666.6667,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
761.7909372,0,0,0,0,0,1866.06734,250228.0099,7,374857.7932,343493.4626,3.706222249,0,16.90772339,12.07694528,58.59930286,24706.87738,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
378.4371354,1238.321939,0,0,176.9031341,302.1196175,2130.199443,268061.7181,7.334899559,696146.6919,417120.0487,6.667449779,0,9.243642368,9.243642368,107.7839383,48579.6199,4,0,0,1,0,0,1616,3790,0,0,16383,2,0,0,0,0,0,1
364.8093884,268644.3768,0,0,1292.739068,430.8082313,101003.0524,285157.2069,1.675586774,2579049.83,510343.06,1,0,13.6509994,78.02438627,1097.235516,371393.473,4,0,0,5,0,0,269009,128100,0,0,16383,2,0,0,0,0,0,1
968.72858,303623.0731,0,0,1262.961988,435.7530159,59090.84796,381833.1288,1.49110593,5016709.902,582128.3141,1,0,9.77649864,46.67419286,1042.645033,383527.077,4,0,0,4.49110593,0,0,304591,67650,0,0,16383,10,0,0,0,0,0,1
399.2771247,762.0842968,0,0,108.8691853,185.9295302,1341.458608,310100.1396,3,805193.9528,616982.9826,4,0,8.212634676,8.065960944,76.87795985,20081.96829,4,0,0,0.861445686,0,0,1161,2818,0,0,16383,2,0,0,0,0,0,1
482.3734984,0,0,0,0,0,2936.84764,51280.47871,3.866035675,141271.1951,141264.0612,7.133964325,0,36.50245386,18.25122693,48.23734984,10350.61544,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
2376.315398,0,0,0,0,0,4080.689597,312203.3851,1.019821391,491914.5179,491907.5675,6.950446523,0,10.32952742,5.155551125,237.6126194,253058.4797,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
5644.338046,2474.469804,0,0,92.25993144,102.9016607,5195.370342,148238.8091,1,1510080.425,241521.5075,1.221953694,0,16.15630977,13.64222743,159.9830176,119430.885,4,0,0,0,0,0,8118,6569,0,0,16383,20,0,0,0,0,0,1
0,0,0,0,0,0,0,39183.31472,8.5392664,4.382200801,4.382200801,4.382200801,0,48.39493307,32.26328871,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
112,0,56,0,0,0,14000000,8,8,0,0,0,0,250000,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114.0670717,0,57.03353585,0,0,0,11406707.17,10,10,0,0,0,0,200000,0,57.03353585,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
96.86652462,5.529911046,0,0,0.921651841,1.427816893,1.178121323,82785112.05,4.960687836,83824006.49,82879647.91,6.013104055,0,0.10769548,0.083483954,5.978954383,316.5813757,4,0,0,0,0,0,13,58,6,5,16383,2,0,57889.49848,82785112.05,0,82785112.05,1
288.245496,3630.846022,0,0,429.3416946,632.1773029,2361.314847,1104072.697,1.245430639,1709559.251,1113955.943,2,0,3.847270249,5.095378463,245.3094975,244535.0943,4,0,0,1,0,0,3630,429341694,6,2814,16383,1,0,0,0,0,0,1
409.8102643,0,0,0,0,0,1052.15634,251098.0713,3.994419538,340240.7508,316495.4124,2,0,18.10165766,12.92975547,31.52386649,6042.931608,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
1816.348693,0,908.1743464,0,0,0,193241509.9,9.384815062,9.384815062,0,0,0,0,218526.9304,0,908.1743464,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,11641.77908,8.992135639,6.952813837,6.952813837,6.952813837,0,184.4721346,122.9814231,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
510.2089397,426.4070223,0,0,60.9152889,104.032661,689.9234129,335862.306,5.142469392,1251517.452,727065.8583,5.715061216,0,6.402659917,5.14616247,56.73764487,8556.187731,4,0,0,0.142469392,0,0,936,1383,0,0,16383,3,0,0,0,0,0,1
1966.015915,683.2395761,0,0,45.54930507,36.36401985,1736.632159,383388.4556,1.389467575,1504022.471,473756.3199,2,0,11.18569511,9.869730978,80.28046942,42441.06682,4,0,0,0,0,0,2649,2749,0,0,16383,10,0,0,0,0,0,1
0,0,0,0,0,0,0,61749.26804,4.055396022,7,7,7,0,25.8080168,17.20534454,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
112,0,56,0,0,0,10181818.18,11,11,0,0,0,0,181818.1818,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,19998.91077,7.993017738,2.034911309,2.034911309,2.034911309,0,77.3507746,51.56718307,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
255.5126643,0,0,0,0,0,761.2068912,118034.919,3,267070.1127,267066.6919,3.420885814,0,17.76224952,8.88112476,25.55126643,3111.294646,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,16849.16081,5.939017687,6.530491157,6.530491157,6.530491157,0,99.13615601,66.09077068,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
136.0900303,333.5923667,0,0,51.65127876,58.29073317,1005.660425,153931.4676,3.267915106,422444.5605,204939.1295,2.543392188,0,19.41215723,14.34901737,28.83307323,2128.858076,4,0,0,0,0,0,469,4030,0,0,16383,4,0,0,0,0,0,1
0,0,0,0,0,0,0,76275.49586,4.023983653,5.638685738,5.638685738,5.638685738,0,24.90248832,16.60165888,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
112,0,56,0,0,0,12444444.44,9,9,0,0,0,0,222222.2222,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
48.28820652,0,24.14410326,0,0,0,47997707.9,1.006577327,1.006577327,0,0,0,0,1998903.779,0,24.14410326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,81660.40591,22.68888295,3.69218085,3.69218085,3.69218085,0,25.54649592,17.03099728,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
0,0,0,0,0,0,0,73065.1081,8.758834786,4.723495643,4.723495643,4.723495643,0,26.3881185,17.592079,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
335.3733208,69575.72339,0,0,1081.382642,581.8374938,60622.99136,265363.2003,3,1115393.461,398003.4158,0.467134722,0,14.76930061,53.08471947,836.0328151,451425.9455,4,0,0,3.299297917,0,0,69911,80971,0,0,16383,3,0,0,0,0,0,1
850.0886619,314.2343311,0,0,38.56020401,71.98008618,204.9449757,2885673.673,4.272746479,5585823.56,3212304.081,1.409119719,0,1.894968806,1.565093468,58.16881925,16386.54627,4,0,0,0.06818662,0,0,847,2806,3,157,16383,3,0,0,0,0,0,1
681.2309557,0,0,0,0,0,2566.61444,126134.6316,7.438627189,236768.7923,236760.9794,7.81287573,0,26.42993846,11.32711648,61.93008689,19479.7601,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
103.555388,0,51.77769398,0,0,0,29148150.14,3.55554957,3.55554957,0,0,0,0,574075.0717,0,51.77769398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
